113.823338,113.823183
113.823183,113.823087
113.823087,113.823053
113.823053,113.823044
113.823044,113.823087
113.823087,113.823165
113.823165,113.823364
113.823364,113.824022
113.824022,113.824308
113.824308,113.824516
113.824516,113.824628
113.824628,113.824758
113.824758,113.82481
113.82481,113.824793
113.824793,113.824749
113.824749,113.824689
113.824689,113.824498
113.824498,113.823338
113.823338,113.839629
113.839629,113.839274
113.839274,113.839474
113.839474,113.842763
113.842763,113.843496
113.843496,113.844451
113.844451,113.851983
113.851983,113.852139
113.852139,113.851894
113.851894,113.849138
113.849138,113.848161
113.848161,113.84725
113.84725,113.839629
113.839629,113.844477
113.844477,113.843568
113.843568,113.842953
113.842953,113.842512
113.842512,113.842339
113.842339,113.842278
113.842278,113.842538
113.842538,113.844412
113.844412,113.845078
113.845078,113.845659
113.845659,113.848694
113.848694,113.850371
113.850371,113.852664
113.852664,113.856864
113.856864,113.857014
113.857014,113.856797
113.856797,113.855091
113.855091,113.854229
113.854229,113.852439
113.852439,113.850518
113.850518,113.848875
113.848875,113.845879
113.845879,113.844477
113.844477,113.819933
113.819933,113.814185
113.814185,113.810158
113.810158,113.8073
113.8073,113.803992
113.803992,113.802424
113.802424,113.801844
113.801844,113.801784
113.801784,113.801368
113.801368,113.800623
113.800623,113.799393
113.799393,113.798207
113.798207,113.794525
113.794525,113.792239
113.792239,113.788201
113.788201,113.786694
113.786694,113.786278
113.786278,113.786278
113.786278,113.786859
113.786859,113.788219
113.788219,113.790021
113.790021,113.791624
113.791624,113.793123
113.793123,113.79411
113.79411,113.795002
113.795002,113.795921
113.795921,113.797315
113.797315,113.798303
113.798303,113.798571
113.798571,113.798901
113.798901,113.799715
113.799715,113.800902
113.800902,113.80229
113.80229,113.80369
113.80369,113.80449
113.80449,113.804539
113.804539,113.805093
113.805093,113.807015
113.807015,113.808687
113.808687,113.810505
113.810505,113.811241
113.811241,113.812168
113.812168,113.813432
113.813432,113.814281
113.814281,113.814878
113.814878,113.815466
113.815466,113.816246
113.816246,113.81706
113.81706,113.818393
113.818393,113.819128
113.819128,113.821388
113.821388,113.824184
113.824184,113.824781
113.824781,113.824381
113.824381,113.822732
113.822732,113.819933
113.819933,114.031872
114.031872,114.030897
114.030897,114.030079
114.030079,114.029105
114.029105,114.026634
114.026634,114.025164
114.025164,114.02405
114.02405,114.010554
114.010554,113.990747
113.990747,113.976539
113.976539,113.966031
113.966031,113.96217
113.96217,113.959143
113.959143,113.957039
113.957039,113.954769
113.954769,113.953508
113.953508,113.953868
113.953868,113.955216
113.955216,113.955306
113.955306,113.955061
113.955061,113.954752
113.954752,113.953836
113.953836,113.953184
113.953184,113.952674
113.952674,113.951702
113.951702,113.951624
113.951624,113.948979
113.948979,113.946876
113.946876,113.939907
113.939907,113.915741
113.915741,113.900819
113.900819,113.897549
113.897549,113.895494
113.895494,113.89363
113.89363,113.891766
113.891766,113.888594
113.888594,113.885231
113.885231,113.881722
113.881722,113.870001
113.870001,113.866987
113.866987,113.862805
113.862805,113.859377
113.859377,113.860131
113.860131,113.861049
113.861049,113.863751
113.863751,113.864063
113.864063,113.860929
113.860929,113.859683
113.859683,113.856557
113.856557,113.855847
113.855847,113.854756
113.854756,113.85299
113.85299,113.851154
113.851154,113.842894
113.842894,113.839042
113.839042,113.836116
113.836116,113.834696
113.834696,113.834281
113.834281,113.834194
113.834194,113.83461
113.83461,113.835113
113.835113,113.835953
113.835953,113.836706
113.836706,113.838377
113.838377,113.838213
113.838213,113.836707
